Line,fkSta,staMil,Station,Longitude,Latitude,Show
東部幹線,6010,312.2,山里,121.15,22.8625,0
東部幹線,6010,312.2,山里,121.125,22.8625,0
東部幹線,6010,312.2,山里,121.1625,22.8625,0
東部幹線,6010,312.2,山里,121.1375,22.8625,0
東部幹線,6010,312.2,山里,121.1375,22.875,0
東部幹線,6010,312.2,山里,121.15,22.875,0
東部幹線,6010,312.2,山里,121.1625,22.875,0
東部幹線,6010,312.2,山里,121.1625,22.8875,0
東部幹線,6010,312.2,山里,121.125,22.875,0
東部幹線,6000,320.3,臺東,121.12311,22.79376,0
東部幹線,6000,320.3,臺東,121.125,22.8,0
東部幹線,6000,320.3,臺東,121.1375,22.8,0
東部幹線,6000,320.3,臺東,121.1,22.8,0
東部幹線,6000,320.3,臺東,121.15,22.8,0
東部幹線,6000,320.3,臺東,121.125,22.8125,0
東部幹線,6000,320.3,臺東,121.1,22.8125,0
東部幹線,6000,320.3,臺東,121.1125,22.8125,0
東部幹線,6000,320.3,臺東,121.1125,22.8,0
東部幹線,6000,320.3,臺東,121.1375,22.8125,0
東部幹線,6000,320.3,臺東,121.1375,22.7875,0
東部幹線,6000,320.3,臺東,121.1375,22.7875,0
東部幹線,6000,320.3,臺東,121.125,22.7625,0
東部幹線,6000,320.3,臺東,121.1125,22.775,0
東部幹線,6000,320.3,臺東,121.125,22.775,0
東部幹線,6000,320.3,臺東,121.1375,22.775,0
東部幹線,6000,320.3,臺東,121.1,22.7875,0
東部幹線,6000,320.3,臺東,121.1125,22.7875,0
東部幹線,6000,320.3,臺東,121.125,22.7875,0
東部幹線,6000,320.3,臺東,121.1,22.825,0
東部幹線,6000,320.3,臺東,121.1,22.8,0
東部幹線,6000,320.3,臺東,121.1125,22.8,0
東部幹線,6000,320.3,臺東,121.125,22.8,0
東部幹線,6000,320.3,臺東,121.1375,22.8,0
東部幹線,6000,320.3,臺東,121.1125,22.8125,0
東部幹線,6000,320.3,臺東,121.125,22.8125,0
東部幹線,6000,320.3,臺東,121.125,22.775,0
東部幹線,6000,320.3,臺東,121.1375,22.825,0
東部幹線,6000,320.3,臺東,121.125,22.825,0
東部幹線,6000,320.3,臺東,121.1125,22.825,0
東部幹線,6000,320.3,臺東,121.1375,22.775,0
東部幹線,6000,320.3,臺東,121.1,22.7875,0
東部幹線,6000,320.3,臺東,121.1125,22.7875,0
東部幹線,6000,320.3,臺東,121.125,22.7875,0
東部幹線,6000,320.3,臺東,121.1125,22.775,0
平溪線,7330,0,三貂嶺,121.82258,25.06561,0
平溪線,7330,0,三貂嶺,121.825,25.075,0
平溪線,7330,0,三貂嶺,121.825,25.0375,0
平溪線,7330,0,三貂嶺,121.8,25.075,0
平溪線,7330,0,三貂嶺,121.8125,25.075,0
平溪線,7330,0,三貂嶺,121.825,25.075,0
平溪線,7330,0,三貂嶺,121.825,25.05,0
平溪線,7330,0,三貂嶺,121.825,25.0625,0
平溪線,7330,0,三貂嶺,121.8125,25.0625,0
平溪線,7330,0,三貂嶺,121.825,25.05,0
平溪線,7330,0,三貂嶺,121.8125,25.0625,0
平溪線,7330,0,三貂嶺,121.825,25.0625,0
平溪線,7330,0,三貂嶺,121.8125,25.075,0
平溪線,7330,0,三貂嶺,121.825,25.0375,0
平溪線,7330,0,三貂嶺,121.8,25.075,0
平溪線,7331,3.5,大華,121.79751,25.04993,0
平溪線,7331,3.5,大華,121.8,25.05,0
平溪線,7331,3.5,大華,121.7875,25.05,0
平溪線,7331,3.5,大華,121.8,25.0375,0
平溪線,7331,3.5,大華,121.8125,25.0375,0
平溪線,7331,3.5,大華,121.8125,25.05,0
平溪線,7331,3.5,大華,121.7875,25.0625,0
平溪線,7331,3.5,大華,121.8,25.0625,0
平溪線,7331,3.5,大華,121.7875,25.075,0
平溪線,7331,3.5,大華,121.8,25.05,0
平溪線,7331,3.5,大華,121.8,25.0625,0
平溪線,7331,3.5,大華,121.8125,25.05,0
平溪線,7332,6.4,十分,121.77514,25.04111,0
平溪線,7332,6.4,十分,121.7625,25.05,0
平溪線,7332,6.4,十分,121.7875,25.0375,0
平溪線,7332,6.4,十分,121.7625,25.0625,0
平溪線,7332,6.4,十分,121.775,25.05,0
平溪線,7332,6.4,十分,121.775,25.0375,0
平溪線,7332,6.4,十分,121.775,25.0625,0
平溪線,7332,6.4,十分,121.7875,25.025,0
平溪線,7333,8.2,望古,121.76349,25.03445,0
平溪線,7333,8.2,望古,121.775,25.025,0
平溪線,7333,8.2,望古,121.7625,25.0125,0
平溪線,7333,8.2,望古,121.775,25.0125,0
平溪線,7333,8.2,望古,121.7625,25.025,0
平溪線,7333,8.2,望古,121.7625,25.0375,0
平溪線,7334,10.2,嶺腳,121.74794,25.03021,0
平溪線,7334,10.2,嶺腳,121.75,25.025,0
平溪線,7334,10.2,嶺腳,121.75,25.0375,0
平溪線,7334,10.2,嶺腳,121.7375,25.05,0
平溪線,7334,10.2,嶺腳,121.75,25.05,0
平溪線,7335,11.2,平溪,121.73994,25.02552,0
平溪線,7335,11.2,平溪,121.7375,25.025,0
平溪線,7335,11.2,平溪,121.75,25.0125,0
平溪線,7335,11.2,平溪,121.7375,25.0375,0
平溪線,7335,11.2,平溪,121.7375,25.0125,0
平溪線,7336,12.9,菁桐,121.72394,25.02384,0
平溪線,7336,12.9,菁桐,121.725,25.0,0
平溪線,7336,12.9,菁桐,121.7,25.0125,0
平溪線,7336,12.9,菁桐,121.725,25.0375,0
平溪線,7336,12.9,菁桐,121.725,25.0125,0
平溪線,7336,12.9,菁桐,121.7,25.025,0
平溪線,7336,12.9,菁桐,121.7125,25.0375,0
平溪線,7336,12.9,菁桐,121.725,25.05,0
平溪線,7336,12.9,菁桐,121.7125,25.025,0
平溪線,7336,12.9,菁桐,121.725,25.025,0
平溪線,7336,12.9,菁桐,121.7125,25.0125,0
平溪線,7336,12.9,菁桐,121.7,25.0375,0
集集線,3430,0,二水,120.61805,23.81321,0
集集線,3430,0,二水,120.625,23.825,0
集集線,3430,0,二水,120.625,23.8125,0
集集線,3430,0,二水,120.6,23.8125,0
集集線,3430,0,二水,120.625,23.8375,0
集集線,3430,0,二水,120.6125,23.7875,0
集集線,3430,0,二水,120.6125,23.8375,0
集集線,3430,0,二水,120.625,23.8,0
集集線,3430,0,二水,120.6125,23.8375,0
集集線,3430,0,二水,120.6125,23.825,0
集集線,3430,0,二水,120.6,23.8,0
集集線,3430,0,二水,120.6,23.825,0
集集線,3430,0,二水,120.625,23.8,0
集集線,3430,0,二水,120.6,23.8125,0
集集線,3430,0,二水,120.6125,23.8125,0
集集線,3430,0,二水,120.6375,23.825,0
集集線,3430,0,二水,120.625,23.8125,0
集集線,3430,0,二水,120.6,23.825,0
集集線,3430,0,二水,120.6125,23.825,0
集集線,3430,0,二水,120.6125,23.8,0
集集線,3430,0,二水,120.6125,23.8125,0
集集線,3431,2.9,源泉,120.64208,23.79846,0
集集線,3431,2.9,源泉,120.6625,23.825,0
集集線,3431,2.9,源泉,120.65,23.8125,0
集集線,3431,2.9,源泉,120.65,23.8,0
集集線,3431,2.9,源泉,120.6375,23.8,0
集集線,3431,2.9,源泉,120.65,23.775,0
集集線,3431,2.9,源泉,120.6375,23.8125,0
集集線,3431,2.9,源泉,120.6375,23.8125,0
集集線,3431,2.9,源泉,120.6625,23.8125,0
集集線,3431,2.9,源泉,120.675,23.8125,0
集集線,3431,2.9,源泉,120.6375,23.775,0
集集線,3431,2.9,源泉,120.65,23.825,0
集集線,3431,2.9,源泉,120.675,23.8,0
集集線,3431,2.9,源泉,120.6625,23.8,0
集集線,3431,2.9,源泉,120.65,23.8,0
集集線,3431,2.9,源泉,120.6375,23.775,0
集集線,3431,2.9,源泉,120.6375,23.8,0
集集線,3431,2.9,源泉,120.65,23.775,0
集集線,3431,2.9,源泉,120.625,23.7875,0
集集線,3431,2.9,源泉,120.6375,23.7875,0
集集線,3431,2.9,源泉,120.65,23.7875,0
集集線,3431,2.9,源泉,120.6625,23.7875,0
集集線,3431,2.9,源泉,120.675,23.7875,0
集集線,3431,2.9,源泉,120.65,23.7875,0
集集線,3431,2.9,源泉,120.6375,23.7875,0
集集線,3432,10.8,濁水,120.70467,23.83467,0
集集線,3432,10.8,濁水,120.675,23.8375,0
集集線,3432,10.8,濁水,120.6875,23.8375,0
集集線,3432,10.8,濁水,120.7125,23.8375,0
集集線,3432,10.8,濁水,120.7,23.825,0
集集線,3432,10.8,濁水,120.6875,23.825,0
集集線,3432,10.8,濁水,120.725,23.8375,0
集集線,3432,10.8,濁水,120.725,23.85,0
集集線,3432,10.8,濁水,120.675,23.825,0
集集線,3432,10.8,濁水,120.725,23.8125,0
集集線,3432,10.8,濁水,120.6875,23.85,0
集集線,3432,10.8,濁水,120.7125,23.85,0
集集線,3432,10.8,濁水,120.6625,23.8375,0
集集線,3432,10.8,濁水,120.7,23.8375,0
集集線,3432,10.8,濁水,120.7,23.85,0
集集線,3432,10.8,濁水,120.7,23.8125,0
集集線,3432,10.8,濁水,120.6875,23.8125,0
集集線,3432,10.8,濁水,120.6875,23.8,0
集集線,3432,10.8,濁水,120.7125,23.825,0
集集線,3432,10.8,濁水,120.725,23.825,0
集集線,3432,10.8,濁水,120.7125,23.8125,0
集集線,3433,15.7,龍泉,120.74996,23.83521,0
集集線,3433,15.7,龍泉,120.7375,23.85,0
集集線,3433,15.7,龍泉,120.75,23.85,0
集集線,3433,15.7,龍泉,120.7625,23.85,0
集集線,3433,15.7,龍泉,120.7625,23.8375,0
集集線,3433,15.7,龍泉,120.75,23.8375,0
集集線,3433,15.7,龍泉,120.75,23.8125,0
集集線,3433,15.7,龍泉,120.7375,23.8125,0
集集線,3433,15.7,龍泉,120.7625,23.8125,0
集集線,3433,15.7,龍泉,120.7375,23.825,0
集集線,3433,15.7,龍泉,120.75,23.825,0
集集線,3433,15.7,龍泉,120.7625,23.825,0
集集線,3433,15.7,龍泉,120.7375,23.8375,0
集集線,3434,20.1,集集,120.78491,23.82653,0
集集線,3434,20.1,集集,120.8,23.825,0
集集線,3434,20.1,集集,120.8125,23.825,0
集集線,3434,20.1,集集,120.775,23.825,0
集集線,3434,20.1,集集,120.8125,23.8,0
集集線,3434,20.1,集集,120.8,23.85,0
集集線,3434,20.1,集集,120.7875,23.85,0
集集線,3434,20.1,集集,120.775,23.85,0
集集線,3434,20.1,集集,120.775,23.8125,0
集集線,3434,20.1,集集,120.7875,23.8125,0
集集線,3434,20.1,集集,120.7625,23.8,0
集集線,3434,20.1,集集,120.7875,23.825,0
集集線,3434,20.1,集集,120.8,23.8,0
集集線,3434,20.1,集集,120.8,23.8125,0
集集線,3434,20.1,集集,120.7875,23.8375,0
集集線,3434,20.1,集集,120.8125,23.8375,0
集集線,3434,20.1,集集,120.8,23.8375,0
集集線,3434,20.1,集集,120.8125,23.8125,0
集集線,3434,20.1,集集,120.775,23.8375,0
集集線,3435,27.4,水里,120.85331,23.81851,0
集集線,3435,27.4,水里,120.85,23.8,0
集集線,3435,27.4,水里,120.8375,23.8,0
集集線,3435,27.4,水里,120.825,23.8,0
集集線,3435,27.4,水里,120.8625,23.8,0
集集線,3435,27.4,水里,120.8375,23.8375,0
集集線,3435,27.4,水里,120.825,23.8125,0
集集線,3435,27.4,水里,120.825,23.8375,0
集集線,3435,27.4,水里,120.85,23.8125,0
集集線,3435,27.4,水里,120.8625,23.8125,0
集集線,3435,27.4,水里,120.825,23.825,0
集集線,3435,27.4,水里,120.85,23.825,0
集集線,3435,27.4,水里,120.8375,23.8125,0
集集線,3435,27.4,水里,120.8375,23.825,0
集集線,3436,29.7,車埕,120.86572,23.83263,0
集集線,3436,29.7,車埕,120.875,23.85,0
集集線,3436,29.7,車埕,120.8875,23.825,0
集集線,3436,29.7,車埕,120.875,23.825,0
集集線,3436,29.7,車埕,120.8625,23.825,0
集集線,3436,29.7,車埕,120.85,23.85,0
集集線,3436,29.7,車埕,120.8625,23.85,0
集集線,3436,29.7,車埕,120.8875,23.8375,0
集集線,3436,29.7,車埕,120.875,23.8375,0
集集線,3436,29.7,車埕,120.85,23.8375,0
集集線,3436,29.7,車埕,120.875,23.8125,0
集集線,3436,29.7,車埕,120.8625,23.8375,0
內灣線,1190,0,北新竹,120.98375,24.80864,0
內灣線,1190,0,北新竹,120.9875,24.8125,0
內灣線,1190,0,北新竹,120.9875,24.8,0
內灣線,1190,0,北新竹,120.975,24.8125,0
內灣線,1190,0,北新竹,120.9875,24.8,0
內灣線,1190,0,北新竹,120.9875,24.825,0
內灣線,1190,0,北新竹,120.975,24.825,0
內灣線,1190,0,北新竹,120.9875,24.825,0
內灣線,1190,0,北新竹,120.975,24.825,0
內灣線,1190,0,北新竹,120.975,24.8125,0
內灣線,1190,0,北新竹,120.9875,24.8125,0
內灣線,1191,2.2,千甲,121.00301,24.80669,0
內灣線,1191,2.2,千甲,121.0,24.8,0
內灣線,1191,2.2,千甲,121.0125,24.8,0
內灣線,1191,2.2,千甲,121.0,24.8,0
內灣線,1191,2.2,千甲,121.0125,24.8,0
內灣線,1191,2.2,千甲,121.0125,24.8125,0
內灣線,1191,2.2,千甲,121.0125,24.8125,0
內灣線,1191,2.2,千甲,121.0125,24.8,0
內灣線,1191,2.2,千甲,121.0,24.8125,0
內灣線,1191,2.2,千甲,121.0,24.7875,0
內灣線,1191,2.2,千甲,121.0,24.8125,0
內灣線,1191,2.2,千甲,121.0125,24.8125,0
內灣線,1192,5.2,新莊,121.02182,24.78819,0
內灣線,1192,5.2,新莊,121.0125,24.775,0
內灣線,1192,5.2,新莊,121.025,24.8,0
內灣線,1192,5.2,新莊,121.025,24.7875,0
內灣線,1192,5.2,新莊,121.0125,24.7875,0
內灣線,1192,5.2,新莊,121.0125,24.775,0
內灣線,1192,5.2,新莊,121.0125,24.7875,0
內灣線,1192,5.2,新莊,121.025,24.8,0
內灣線,1192,5.2,新莊,121.025,24.7875,0
內灣線,1192,5.2,新莊,121.0,24.775,0
內灣線,1193,6.5,竹中,121.03138,24.78141,0
內灣線,1193,6.5,竹中,121.0125,24.7625,0
內灣線,1193,6.5,竹中,121.025,24.775,0
內灣線,1193,6.5,竹中,121.0375,24.775,0
內灣線,1193,6.5,竹中,121.0375,24.7875,0
內灣線,1193,6.5,竹中,121.0375,24.775,0
內灣線,1193,6.5,竹中,121.0375,24.7625,0
內灣線,1193,6.5,竹中,121.025,24.775,0
內灣線,1193,6.5,竹中,121.0375,24.7875,0
內灣線,1193,6.5,竹中,121.025,24.7625,0
內灣線,1193,6.5,竹中,121.0125,24.7625,0
內灣線,1193,6.5,竹中,121.0375,24.7625,0
內灣線,1193,6.5,竹中,121.025,24.7625,0
內灣線,1201,9.1,上員,121.05582,24.77776,0
內灣線,1201,9.1,上員,121.05,24.75,0
內灣線,1201,9.1,上員,121.05,24.775,0
內灣線,1201,9.1,上員,121.05,24.7625,0
內灣線,1201,9.1,上員,121.05,24.7625,0
內灣線,1201,9.1,上員,121.0625,24.7625,0
內灣線,1201,9.1,上員,121.0625,24.775,0
內灣線,1201,9.1,上員,121.05,24.775,0
內灣線,1201,9.1,上員,121.0625,24.8,0
內灣線,1201,9.1,上員,121.075,24.7875,0
內灣線,1201,9.1,上員,121.075,24.775,0
內灣線,1201,9.1,上員,121.05,24.7875,0
內灣線,1201,9.1,上員,121.05,24.7875,0
內灣線,1201,9.1,上員,121.0625,24.7875,0
內灣線,1201,9.1,上員,121.0625,24.8,0
內灣線,1201,9.1,上員,121.0625,24.7875,0
內灣線,1202,13.6,榮華,121.08319,24.74839,0
內灣線,1202,13.6,榮華,121.0875,24.75,0
內灣線,1202,13.6,榮華,121.075,24.75,0
內灣線,1202,13.6,榮華,121.0625,24.75,0
內灣線,1202,13.6,榮華,121.075,24.7375,0
內灣線,1202,13.6,榮華,121.075,24.7625,0
內灣線,1202,13.6,榮華,121.1,24.7625,0
內灣線,1202,13.6,榮華,121.0625,24.7375,0
內灣線,1202,13.6,榮華,121.0875,24.775,0
內灣線,1202,13.6,榮華,121.0875,24.7625,0
內灣線,1203,15.2,竹東,121.09472,24.73823,0
內灣線,1203,15.2,竹東,121.0875,24.725,0
內灣線,1203,15.2,竹東,121.075,24.725,0
內灣線,1203,15.2,竹東,121.1,24.75,0
內灣線,1203,15.2,竹東,121.1125,24.75,0
內灣線,1203,15.2,竹東,121.1125,24.7375,0
內灣線,1203,15.2,竹東,121.1,24.7375,0
內灣線,1203,15.2,竹東,121.1,24.725,0
內灣線,1203,15.2,竹東,121.0875,24.7125,0
內灣線,1203,15.2,竹東,121.0875,24.7375,0
內灣線,1204,18.6,橫山,121.11772,24.72041,0
內灣線,1204,18.6,橫山,121.125,24.725,0
內灣線,1204,18.6,橫山,121.125,24.7125,0
內灣線,1204,18.6,橫山,121.1125,24.7125,0
內灣線,1204,18.6,橫山,121.1,24.7125,0
內灣線,1204,18.6,橫山,121.1125,24.7,0
內灣線,1204,18.6,橫山,121.125,24.7375,0
內灣線,1204,18.6,橫山,121.125,24.7,0
內灣線,1204,18.6,橫山,121.1,24.7,0
內灣線,1204,18.6,橫山,121.1125,24.725,0
內灣線,1205,20.8,九讚頭,121.13622,24.72062,0
內灣線,1205,20.8,九讚頭,121.1375,24.7375,0
內灣線,1205,20.8,九讚頭,121.1375,24.725,0
內灣線,1205,20.8,九讚頭,121.1375,24.7125,0
內灣線,1205,20.8,九讚頭,121.1375,24.7,0
內灣線,1206,23,合興,121.15437,24.71667,0
內灣線,1206,23,合興,121.15,24.7375,0
內灣線,1206,23,合興,121.15,24.725,0
內灣線,1206,23,合興,121.1625,24.7375,0
內灣線,1206,23,合興,121.15,24.7,0
內灣線,1206,23,合興,121.15,24.7125,0
內灣線,1207,24.3,富貴,121.16732,24.71559,0
內灣線,1207,24.3,富貴,121.1625,24.7,0
內灣線,1207,24.3,富貴,121.1625,24.7125,0
內灣線,1207,24.3,富貴,121.175,24.7125,0
內灣線,1207,24.3,富貴,121.175,24.7375,0
內灣線,1207,24.3,富貴,121.175,24.725,0
內灣線,1207,24.3,富貴,121.1625,24.725,0
內灣線,1208,26.5,內灣,121.18255,24.70535,0
內灣線,1208,26.5,內灣,121.2,24.725,0
內灣線,1208,26.5,內灣,121.1875,24.725,0
內灣線,1208,26.5,內灣,121.2,24.7125,0
內灣線,1208,26.5,內灣,121.1875,24.7125,0
內灣線,1208,26.5,內灣,121.2,24.7,0
內灣線,1208,26.5,內灣,121.1875,24.7,0
內灣線,1208,26.5,內灣,121.175,24.7,0
內灣線,1208,26.5,內灣,121.2,24.6875,0
內灣線,1208,26.5,內灣,121.1875,24.6875,0
內灣線,1208,26.5,內灣,121.175,24.6875,0
內灣線,1208,26.5,內灣,121.1625,24.6875,0
深澳線,7360,0,瑞芳,121.80596,25.10861,0
深澳線,7360,0,瑞芳,121.8,25.0875,0
深澳線,7360,0,瑞芳,121.8375,25.125,0
深澳線,7360,0,瑞芳,121.8125,25.125,0
深澳線,7360,0,瑞芳,121.825,25.1125,0
深澳線,7360,0,瑞芳,121.8125,25.1125,0
深澳線,7360,0,瑞芳,121.8,25.1125,0
深澳線,7360,0,瑞芳,121.7875,25.1125,0
深澳線,7360,0,瑞芳,121.7875,25.1,0
深澳線,7360,0,瑞芳,121.8,25.1,0
深澳線,7360,0,瑞芳,121.8125,25.1,0
深澳線,7360,0,瑞芳,121.7875,25.1125,0
深澳線,7360,0,瑞芳,121.8,25.1125,0
深澳線,7360,0,瑞芳,121.8125,25.1125,0
深澳線,7360,0,瑞芳,121.825,25.1125,0
深澳線,7360,0,瑞芳,121.8125,25.125,0
深澳線,7360,0,瑞芳,121.8375,25.125,0
深澳線,7360,0,瑞芳,121.8,25.0875,0
深澳線,7360,0,瑞芳,121.8125,25.1,0
深澳線,7360,0,瑞芳,121.7875,25.0875,0
深澳線,7360,0,瑞芳,121.7875,25.1,0
深澳線,7360,0,瑞芳,121.8,25.1,0
深澳線,7361,4.2,海科館,121.79997,25.13754,0
深澳線,7361,4.2,海科館,121.7875,25.125,0
深澳線,7361,4.2,海科館,121.7875,25.125,0
深澳線,7361,4.2,海科館,121.8,25.125,0
深澳線,7361,4.2,海科館,121.8,25.1375,0
深澳線,7361,4.2,海科館,121.775,25.1375,0
深澳線,7361,4.2,海科館,121.7875,25.1375,0
深澳線,7361,4.2,海科館,121.8,25.1375,0
深澳線,7361,4.2,海科館,121.775,25.15,0
深澳線,7361,4.2,海科館,121.7875,25.1375,0
深澳線,7361,4.2,海科館,121.8,25.125,0
沙崙線,4270,0,中洲,120.25286,22.90466,0
沙崙線,4270,0,中洲,120.25,22.9,0
沙崙線,4270,0,中洲,120.2375,22.9,0
沙崙線,4270,0,中洲,120.25,22.9,0
沙崙線,4270,0,中洲,120.2625,22.9,0
沙崙線,4270,0,中洲,120.25,22.9125,0
沙崙線,4270,0,中洲,120.2625,22.9,0
沙崙線,4270,0,中洲,120.25,22.9125,0
沙崙線,4271,2.6,長榮大學,120.27274,22.90735,0
沙崙線,4271,2.6,長榮大學,120.2625,22.925,0
沙崙線,4271,2.6,長榮大學,120.275,22.9125,0
沙崙線,4271,2.6,長榮大學,120.2625,22.9125,0
沙崙線,4271,2.6,長榮大學,120.2875,22.9,0
沙崙線,4271,2.6,長榮大學,120.275,22.9,0
沙崙線,4271,2.6,長榮大學,120.2875,22.8875,0
沙崙線,4271,2.6,長榮大學,120.275,22.8875,0
沙崙線,4271,2.6,長榮大學,120.2625,22.9125,0
沙崙線,4272,5.3,沙崙,120.28635,22.92419,0
沙崙線,4272,5.3,沙崙,120.3,22.925,0
沙崙線,4272,5.3,沙崙,120.3,22.9375,0
沙崙線,4272,5.3,沙崙,120.3125,22.9125,0
沙崙線,4272,5.3,沙崙,120.275,22.925,0
沙崙線,4272,5.3,沙崙,120.3,22.9,0
沙崙線,4272,5.3,沙崙,120.2875,22.9125,0
沙崙線,4272,5.3,沙崙,120.2875,22.925,0
沙崙線,4272,5.3,沙崙,120.2875,22.9375,0
沙崙線,4272,5.3,沙崙,120.3125,22.925,0
沙崙線,4272,5.3,沙崙,120.3,22.9125,0
沙崙線,4272,5.3,沙崙,120.275,22.9375,0
六家線,1193,0,竹中,121.03138,24.78141,0
六家線,1193,0,竹中,121.0125,24.7625,0
六家線,1193,0,竹中,121.025,24.775,0
六家線,1193,0,竹中,121.0375,24.775,0
六家線,1193,0,竹中,121.0375,24.7875,0
六家線,1193,0,竹中,121.0375,24.775,0
六家線,1193,0,竹中,121.0375,24.7625,0
六家線,1193,0,竹中,121.025,24.775,0
六家線,1193,0,竹中,121.0375,24.7875,0
六家線,1193,0,竹中,121.025,24.7625,0
六家線,1193,0,竹中,121.0125,24.7625,0
六家線,1193,0,竹中,121.0375,24.7625,0
六家線,1193,0,竹中,121.025,24.7625,0
六家線,1194,3.1,六家,121.03941,24.80766,0
六家線,1194,3.1,六家,121.0375,24.8,0
六家線,1194,3.1,六家,121.05,24.8125,0
六家線,1194,3.1,六家,121.05,24.8,0
六家線,1194,3.1,六家,121.0625,24.8125,0
六家線,1194,3.1,六家,121.0375,24.825,0
六家線,1194,3.1,六家,121.05,24.825,0
六家線,1194,3.1,六家,121.025,24.8125,0
六家線,1194,3.1,六家,121.05,24.8,0
六家線,1194,3.1,六家,121.0375,24.8,0
六家線,1194,3.1,六家,121.0375,24.8125,0
六家線,1194,3.1,六家,121.025,24.8125,0
六家線,1194,3.1,六家,121.0375,24.8125,0
成追線,2260,2.2,追分,120.57018,24.12051,0
成追線,2260,2.2,追分,120.5625,24.1375,0
成追線,2260,2.2,追分,120.575,24.1375,0
成追線,2260,2.2,追分,120.5625,24.1375,0
成追線,2260,2.2,追分,120.5625,24.125,0
成追線,2260,2.2,追分,120.575,24.125,0
成追線,2260,2.2,追分,120.55,24.125,0
成追線,2260,2.2,追分,120.575,24.1125,0
成追線,2260,2.2,追分,120.575,24.125,0
成追線,2260,2.2,追分,120.5625,24.1125,0
成追線,2260,2.2,追分,120.55,24.1125,0
成追線,2260,2.2,追分,120.575,24.1375,0
成追線,2260,2.2,追分,120.5625,24.125,0
成追線,2260,2.2,追分,120.5625,24.1375,0
成追線,2260,2.2,追分,120.5625,24.1,0
成追線,2260,2.2,追分,120.575,24.125,0
成追線,2260,2.2,追分,120.5625,24.125,0
成追線,2260,2.2,追分,120.55,24.125,0
成追線,2260,2.2,追分,120.575,24.1125,0
成追線,2260,2.2,追分,120.5625,24.1125,0
成追線,2260,2.2,追分,120.55,24.1125,0
成追線,2260,2.2,追分,120.5625,24.1,0
成追線,2260,2.2,追分,120.5625,24.1,0
成追線,2260,2.2,追分,120.55,24.1125,0
成追線,2260,2.2,追分,120.5625,24.1125,0
成追線,2260,2.2,追分,120.575,24.1125,0
成追線,2260,2.2,追分,120.55,24.125,0
成追線,2260,2.2,追分,120.575,24.1375,0
成追線,3350,0,成功,120.59021,24.11424,0
成追線,3350,0,成功,120.5875,24.1125,0
成追線,3350,0,成功,120.5875,24.125,0
成追線,3350,0,成功,120.575,24.1,0
成追線,3350,0,成功,120.6,24.1375,0
成追線,3350,0,成功,120.5875,24.1375,0
成追線,3350,0,成功,120.6,24.125,0
成追線,3350,0,成功,120.575,24.0875,0
成追線,3350,0,成功,120.5875,24.0875,0
成追線,3350,0,成功,120.6,24.1375,0
成追線,3350,0,成功,120.5875,24.125,0
成追線,3350,0,成功,120.5875,24.1125,0
成追線,3350,0,成功,120.575,24.1,0
成追線,3350,0,成功,120.5875,24.1,0
成追線,3350,0,成功,120.6,24.1125,0
成追線,3350,0,成功,120.5875,24.1375,0
成追線,3350,0,成功,120.5875,24.1375,0
成追線,3350,0,成功,120.6,24.1125,0
成追線,3350,0,成功,120.5875,24.1125,0
成追線,3350,0,成功,120.5875,24.1,0
成追線,3350,0,成功,120.575,24.1,0
成追線,3350,0,成功,120.6,24.125,0
成追線,3350,0,成功,120.5875,24.125,0
